Name,ExpectedLocations,Path
dbghelp.dll,%programfiles%\microsoft office\root\office%version%,%system32%\pnpunattend.exe
dbghelp.dll,%programfiles%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140,%system32%\pnpunattend.exe
dbghelp.dll,%system32%,%system32%\pnpunattend.exe
dbghelp.dll,%syswow64%,%system32%\pnpunattend.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\cisco systems\cisco jabber,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\microsoft office\root\office%version%,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140,%system32%\reagentc.exe
dbghelp.dll,%system32%,%system32%\reagentc.exe
dbghelp.dll,%syswow64%,%system32%\reagentc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\cisco systems\cisco jabber,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\microsoft office\root\office%version%,%system32%\setupugc.exe
dbghelp.dll,%programfiles%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140,%system32%\setupugc.exe
dbghelp.dll,%system32%,%system32%\setupugc.exe
dbghelp.dll,%syswow64%,%system32%\setupugc.exe
iphlpapi.dll,%system32%,%system32%\arp.exe
iphlpapi.dll,%syswow64%,%system32%\arp.exe
iphlpapi.dll,%system32%,%system32%\colorcpl.exe
iphlpapi.dll,%syswow64%,%system32%\colorcpl.exe
iphlpapi.dll,%system32%,%system32%\datausagelivetiletask.exe
iphlpapi.dll,%syswow64%,%system32%\datausagelivetiletask.exe
iphlpapi.dll,%system32%,%system32%\dcdiag.exe
iphlpapi.dll,%syswow64%,%system32%\dcdiag.exe
iphlpapi.dll,%system32%,%system32%\devicecensus.exe
iphlpapi.dll,%syswow64%,%system32%\devicecensus.exe
iphlpapi.dll,%system32%,%system32%\dnscacheugc.exe
iphlpapi.dll,%syswow64%,%system32%\dnscacheugc.exe
iphlpapi.dll,%system32%,%system32%\fxscover.exe
iphlpapi.dll,%syswow64%,%system32%\fxscover.exe
iphlpapi.dll,%system32%,%system32%\fxssvc.exe
iphlpapi.dll,%syswow64%,%system32%\fxssvc.exe
iphlpapi.dll,%system32%,%system32%\fxsunatd.exe
iphlpapi.dll,%syswow64%,%system32%\fxsunatd.exe
iphlpapi.dll,%system32%,%system32%\ipconfig.exe
iphlpapi.dll,%syswow64%,%system32%\ipconfig.exe
iphlpapi.dll,%system32%,%system32%\mousocoreworker.exe
iphlpapi.dll,%syswow64%,%system32%\mousocoreworker.exe
iphlpapi.dll,%system32%,%system32%\msra.exe
iphlpapi.dll,%syswow64%,%system32%\msra.exe
iphlpapi.dll,%system32%,%system32%\mstsc.exe
iphlpapi.dll,%syswow64%,%system32%\mstsc.exe
iphlpapi.dll,%system32%,%system32%\nbtstat.exe
iphlpapi.dll,%syswow64%,%system32%\nbtstat.exe
iphlpapi.dll,%system32%,%system32%\net.exe
iphlpapi.dll,%syswow64%,%system32%\net.exe
iphlpapi.dll,%system32%,%system32%\netbtugc.exe
iphlpapi.dll,%syswow64%,%system32%\netbtugc.exe
iphlpapi.dll,%system32%,%system32%\netiougc.exe
iphlpapi.dll,%syswow64%,%system32%\netiougc.exe
iphlpapi.dll,%system32%,%system32%\netsh.exe
iphlpapi.dll,%syswow64%,%system32%\netsh.exe
iphlpapi.dll,%system32%,%system32%\netstat.exe
iphlpapi.dll,%syswow64%,%system32%\netstat.exe
iphlpapi.dll,%system32%,%system32%\omadmclient.exe
iphlpapi.dll,%syswow64%,%system32%\omadmclient.exe
iphlpapi.dll,%system32%,%system32%\pathping.exe
iphlpapi.dll,%syswow64%,%system32%\pathping.exe
iphlpapi.dll,%system32%,%system32%\printbrmui.exe
iphlpapi.dll,%syswow64%,%system32%\printbrmui.exe
iphlpapi.dll,%system32%,%system32%\printui.exe
iphlpapi.dll,%syswow64%,%system32%\printui.exe
iphlpapi.dll,%system32%,%system32%\rdpclip.exe
iphlpapi.dll,%syswow64%,%system32%\rdpclip.exe
iphlpapi.dll,%system32%,%system32%\route.exe
iphlpapi.dll,%syswow64%,%system32%\route.exe
iphlpapi.dll,%system32%,%system32%\tracert.exe
iphlpapi.dll,%syswow64%,%system32%\tracert.exe
iphlpapi.dll,%system32%,%system32%\w32tm.exe
iphlpapi.dll,%syswow64%,%system32%\w32tm.exe
iphlpapi.dll,%system32%,%system32%\wfs.exe
iphlpapi.dll,%syswow64%,%system32%\wfs.exe
iphlpapi.dll,%system32%,%system32%\wifitask.exe
iphlpapi.dll,%syswow64%,%system32%\wifitask.exe
iphlpapi.dll,%system32%,%system32%\wpnpinst.exe
iphlpapi.dll,%syswow64%,%system32%\wpnpinst.exe
iphlpapi.dll,%system32%,%localappdata%\microsoft\onedrive\onedrive.exe
iphlpapi.dll,%syswow64%,%localappdata%\microsoft\onedrive\onedrive.exe
iphlpapi.dll,%system32%,%localappdata%\microsoft\teams\current\teams.exe
iphlpapi.dll,%syswow64%,%localappdata%\microsoft\teams\current\teams.exe
iphlpapi.dll,%system32%,%system32%\dpiscaling.exe
iphlpapi.dll,%syswow64%,%system32%\dpiscaling.exe
iphlpapi.dll,%system32%,%system32%\rasphone.exe
iphlpapi.dll,%syswow64%,%system32%\rasphone.exe
iphlpapi.dll,%system32%,%system32%\slui.exe
iphlpapi.dll,%syswow64%,%system32%\slui.exe
cmutil.dll,%system32%,%system32%\cmstp.exe
cmutil.dll,%syswow64%,%system32%\cmstp.exe
cldapi.dll,%system32%,%system32%\compmgmtlauncher.exe
cldapi.dll,%syswow64%,%system32%\compmgmtlauncher.exe
cldapi.dll,%system32%,%system32%\dpiscaling.exe
cldapi.dll,%syswow64%,%system32%\dpiscaling.exe
cldapi.dll,%system32%,%system32%\psr.exe
cldapi.dll,%syswow64%,%system32%\psr.exe
cldapi.dll,%system32%,%system32%\resmon.exe
cldapi.dll,%syswow64%,%system32%\resmon.exe
cldapi.dll,%system32%,%system32%\sdclt.exe
cldapi.dll,%syswow64%,%system32%\sdclt.exe
cldapi.dll,%system32%,%system32%\slui.exe
cldapi.dll,%syswow64%,%system32%\slui.exe
cldapi.dll,%system32%,%system32%\workfolders.exe
cldapi.dll,%syswow64%,%system32%\workfolders.exe
cldapi.dll,%system32%,%system32%\write.exe
cldapi.dll,%syswow64%,%system32%\write.exe
mtxclu.dll,%system32%,%system32%\msdtc.exe
mtxclu.dll,%syswow64%,%system32%\msdtc.exe
reseteng.dll,%system32%,%system32%\bootim.exe
httpapi.dll,%system32%,%system32%\netsh.exe
httpapi.dll,%syswow64%,%system32%\netsh.exe
httpapi.dll,%system32%,%system32%\wifitask.exe
httpapi.dll,%syswow64%,%system32%\wifitask.exe
httpapi.dll,%system32%,%system32%\wsmanhttpconfig.exe
httpapi.dll,%syswow64%,%system32%\wsmanhttpconfig.exe
certenroll.dll,%system32%,%system32%\certenrollctrl.exe
certenroll.dll,%syswow64%,%system32%\certenrollctrl.exe
certenroll.dll,%system32%,%system32%\dmcertinst.exe
certenroll.dll,%syswow64%,%system32%\dmcertinst.exe
playsndsrv.dll,%system32%,%system32%\sethc.exe
playsndsrv.dll,%syswow64%,%system32%\sethc.exe
execmodelproxy.dll,%system32%,%system32%\calc.exe
execmodelproxy.dll,%syswow64%,%system32%\calc.exe
nshipsec.dll,%system32%,%system32%\netsh.exe
nshipsec.dll,%syswow64%,%system32%\netsh.exe
wdscore.dll,%system32%,%system32%\bootim.exe
wdscore.dll,%syswow64%,%system32%\bootim.exe
wdscore.dll,%system32%,%system32%\deploymentcsphelper.exe
wdscore.dll,%syswow64%,%system32%\deploymentcsphelper.exe
wdscore.dll,%system32%,%system32%\djoin.exe
wdscore.dll,%syswow64%,%system32%\djoin.exe
wdscore.dll,%system32%,%system32%\dnscacheugc.exe
wdscore.dll,%syswow64%,%system32%\dnscacheugc.exe
wdscore.dll,%system32%,%system32%\muiunattend.exe
wdscore.dll,%syswow64%,%system32%\muiunattend.exe
wdscore.dll,%system32%,%system32%\netbtugc.exe
wdscore.dll,%syswow64%,%system32%\netbtugc.exe
wdscore.dll,%system32%,%system32%\netiougc.exe
wdscore.dll,%syswow64%,%system32%\netiougc.exe
wdscore.dll,%system32%,%system32%\pnpunattend.exe
wdscore.dll,%syswow64%,%system32%\pnpunattend.exe
wdscore.dll,%system32%,%system32%\recoverydrive.exe
wdscore.dll,%syswow64%,%system32%\recoverydrive.exe
wdscore.dll,%system32%,%system32%\resetengine.exe
wdscore.dll,%syswow64%,%system32%\resetengine.exe
wdscore.dll,%system32%,%system32%\setupugc.exe
wdscore.dll,%syswow64%,%system32%\setupugc.exe
wdscore.dll,%system32%,%system32%\sysreseterr.exe
wdscore.dll,%syswow64%,%system32%\sysreseterr.exe
wdscore.dll,%system32%,%system32%\systemreset.exe
wdscore.dll,%syswow64%,%system32%\systemreset.exe
wdscore.dll,%system32%,%system32%\tapiunattend.exe
wdscore.dll,%syswow64%,%system32%\tapiunattend.exe
newdev.dll,%system32%,%system32%\infdefaultinstall.exe
newdev.dll,%syswow64%,%system32%\infdefaultinstall.exe
newdev.dll,%system32%,%system32%\pnpunattend.exe
newdev.dll,%syswow64%,%system32%\pnpunattend.exe
newdev.dll,%system32%,%system32%\systemsettingsadminflows.exe
newdev.dll,%syswow64%,%system32%\systemsettingsadminflows.exe
fwbase.dll,%system32%,%system32%\checknetisolation.exe
fwbase.dll,%syswow64%,%system32%\checknetisolation.exe
fwbase.dll,%system32%,%system32%\edpcleanup.exe
fwbase.dll,%syswow64%,%system32%\edpcleanup.exe
fwbase.dll,%system32%,%system32%\lpremove.exe
fwbase.dll,%syswow64%,%system32%\lpremove.exe
fwbase.dll,%system32%,%system32%\netsh.exe
fwbase.dll,%syswow64%,%system32%\netsh.exe
fwbase.dll,%system32%,%system32%\securityhealthservice.exe
fwbase.dll,%syswow64%,%system32%\securityhealthservice.exe
fwbase.dll,%system32%,%system32%\systemsettingsadminflows.exe
fwbase.dll,%syswow64%,%system32%\systemsettingsadminflows.exe
netplwiz.dll,%system32%,%system32%\netplwiz.exe
netplwiz.dll,%syswow64%,%system32%\netplwiz.exe
mi.dll,%system32%,%system32%\winrs.exe
mi.dll,%syswow64%,%system32%\winrs.exe
mi.dll,%system32%,%system32%\wsmanhttpconfig.exe
mi.dll,%syswow64%,%system32%\wsmanhttpconfig.exe
mi.dll,%system32%,%system32%\wsmprovhost.exe
mi.dll,%syswow64%,%system32%\wsmprovhost.exe
licensingdiagspp.dll,%system32%,%system32%\licensingdiag.exe
licensingdiagspp.dll,%syswow64%,%system32%\licensingdiag.exe
twinui.appcore.dll,%system32%,%system32%\calc.exe
twinui.appcore.dll,%syswow64%,%system32%\calc.exe
rsaenh.dll,%system32%,%system32%\compmgmtlauncher.exe
rsaenh.dll,%syswow64%,%system32%\compmgmtlauncher.exe
rsaenh.dll,%system32%,%system32%\disksnapshot.exe
rsaenh.dll,%syswow64%,%system32%\disksnapshot.exe
rsaenh.dll,%system32%,%system32%\filehistory.exe
rsaenh.dll,%syswow64%,%system32%\filehistory.exe
rsaenh.dll,%system32%,%system32%\licensingdiag.exe
rsaenh.dll,%syswow64%,%system32%\licensingdiag.exe
rsaenh.dll,%system32%,%system32%\lpksetup.exe
rsaenh.dll,%syswow64%,%system32%\lpksetup.exe
rsaenh.dll,%system32%,%system32%\microsoft.uev.synccontroller.exe
rsaenh.dll,%syswow64%,%system32%\microsoft.uev.synccontroller.exe
rsaenh.dll,%system32%,%system32%\phoneactivate.exe
rsaenh.dll,%syswow64%,%system32%\phoneactivate.exe
rsaenh.dll,%system32%,%system32%\powershell.exe
rsaenh.dll,%syswow64%,%system32%\powershell.exe
rsaenh.dll,%system32%,%system32%\rmactivate.exe
rsaenh.dll,%syswow64%,%system32%\rmactivate.exe
rsaenh.dll,%system32%,%system32%\scriptrunner.exe
rsaenh.dll,%syswow64%,%system32%\scriptrunner.exe
rsaenh.dll,%system32%,%system32%\sppextcomobj.exe
rsaenh.dll,%syswow64%,%system32%\sppextcomobj.exe
rsaenh.dll,%system32%,%system32%\stordiag.exe
rsaenh.dll,%syswow64%,%system32%\stordiag.exe
rsaenh.dll,%system32%,%system32%\tzsync.exe
rsaenh.dll,%syswow64%,%system32%\tzsync.exe
rsaenh.dll,%system32%,%system32%\uevappmonitor.exe
rsaenh.dll,%syswow64%,%system32%\uevappmonitor.exe
rsaenh.dll,%system32%,%system32%\useraccountcontrolsettings.exe
rsaenh.dll,%syswow64%,%system32%\useraccountcontrolsettings.exe
rsaenh.dll,%system32%,%programfiles%\microsoft\edge\application\msedge.exe
rsaenh.dll,%syswow64%,%programfiles%\microsoft\edge\application\msedge.exe
rsaenh.dll,%system32%,%programfiles%\mozilla firefox\firefox.exe
rsaenh.dll,%syswow64%,%programfiles%\mozilla firefox\firefox.exe
rsaenh.dll,%system32%,%programfiles%\microsoft office\root\office%version%\excel.exe
rsaenh.dll,%syswow64%,%programfiles%\microsoft office\root\office%version%\excel.exe
rsaenh.dll,%system32%,%programfiles%\microsoft office\root\office%version%\outlook.exe
rsaenh.dll,%syswow64%,%programfiles%\microsoft office\root\office%version%\outlook.exe
rsaenh.dll,%system32%,%programfiles%\microsoft office\root\office%version%\powerpnt.exe
rsaenh.dll,%syswow64%,%programfiles%\microsoft office\root\office%version%\powerpnt.exe
rsaenh.dll,%system32%,%programfiles%\microsoft office\root\office%version%\winword.exe
rsaenh.dll,%syswow64%,%programfiles%\microsoft office\root\office%version%\winword.exe
rsaenh.dll,%system32%,%appdata%\zoom\bin\zoom.exe
rsaenh.dll,%syswow64%,%appdata%\zoom\bin\zoom.exe
netiohlp.dll,%system32%,%system32%\netsh.exe
netiohlp.dll,%syswow64%,%system32%\netsh.exe
adsldpc.dll,%system32%,%system32%\agentservice.exe
adsldpc.dll,%syswow64%,%system32%\agentservice.exe
adsldpc.dll,%system32%,%system32%\netsh.exe
adsldpc.dll,%syswow64%,%system32%\netsh.exe
adsldpc.dll,%system32%,%system32%\sppextcomobj.exe
adsldpc.dll,%syswow64%,%system32%\sppextcomobj.exe
devicepairing.dll,%system32%,%system32%\devicepairingwizard.exe
devicepairing.dll,%syswow64%,%system32%\devicepairingwizard.exe
srclient.dll,%system32%,%system32%\srtasks.exe
srclient.dll,%syswow64%,%system32%\srtasks.exe
srclient.dll,%system32%,%system32%\tiworker.exe
srclient.dll,%syswow64%,%system32%\tiworker.exe
sapi_onecore.dll,%system32%,%system32%\devicecensus.exe
sapi_onecore.dll,%syswow64%,%system32%\devicecensus.exe
samcli.dll,%system32%,%system32%\certutil.exe
samcli.dll,%syswow64%,%system32%\certutil.exe
samcli.dll,%system32%,%system32%\change.exe
samcli.dll,%syswow64%,%system32%\change.exe
samcli.dll,%system32%,%system32%\chglogon.exe
samcli.dll,%syswow64%,%system32%\chglogon.exe
samcli.dll,%system32%,%system32%\chgport.exe
samcli.dll,%syswow64%,%system32%\chgport.exe
samcli.dll,%system32%,%system32%\credwiz.exe
samcli.dll,%syswow64%,%system32%\credwiz.exe
samcli.dll,%system32%,%system32%\dcdiag.exe
samcli.dll,%syswow64%,%system32%\dcdiag.exe
samcli.dll,%system32%,%system32%\deviceenroller.exe
samcli.dll,%syswow64%,%system32%\deviceenroller.exe
samcli.dll,%system32%,%system32%\dpapimig.exe
samcli.dll,%syswow64%,%system32%\dpapimig.exe
samcli.dll,%system32%,%system32%\easinvoker.exe
samcli.dll,%syswow64%,%system32%\easinvoker.exe
samcli.dll,%system32%,%system32%\net.exe
samcli.dll,%syswow64%,%system32%\net.exe
samcli.dll,%system32%,%system32%\net1.exe
samcli.dll,%syswow64%,%system32%\net1.exe
samcli.dll,%system32%,%system32%\netdom.exe
samcli.dll,%syswow64%,%system32%\netdom.exe
samcli.dll,%system32%,%system32%\netplwiz.exe
samcli.dll,%syswow64%,%system32%\netplwiz.exe
samcli.dll,%system32%,%system32%\query.exe
samcli.dll,%syswow64%,%system32%\query.exe
samcli.dll,%system32%,%system32%\quser.exe
samcli.dll,%syswow64%,%system32%\quser.exe
samcli.dll,%system32%,%system32%\qwinsta.exe
samcli.dll,%syswow64%,%system32%\qwinsta.exe
samcli.dll,%system32%,%system32%\raserver.exe
samcli.dll,%syswow64%,%system32%\raserver.exe
samcli.dll,%system32%,%system32%\reset.exe
samcli.dll,%syswow64%,%system32%\reset.exe
samcli.dll,%system32%,%system32%\rwinsta.exe
samcli.dll,%syswow64%,%system32%\rwinsta.exe
samcli.dll,%system32%,%system32%\systemsettingsadminflows.exe
samcli.dll,%syswow64%,%system32%\systemsettingsadminflows.exe
samcli.dll,%system32%,%system32%\tscon.exe
samcli.dll,%syswow64%,%system32%\tscon.exe
samcli.dll,%system32%,%system32%\tskill.exe
samcli.dll,%syswow64%,%system32%\tskill.exe
samcli.dll,%system32%,%system32%\wpcmon.exe
samcli.dll,%syswow64%,%system32%\wpcmon.exe
msftedit.dll,%system32%,%system32%\charmap.exe
msftedit.dll,%syswow64%,%system32%\charmap.exe
msftedit.dll,%system32%,%system32%\mspaint.exe
msftedit.dll,%syswow64%,%system32%\mspaint.exe
msftedit.dll,%system32%,%system32%\searchindexer.exe
msftedit.dll,%syswow64%,%system32%\searchindexer.exe
msftedit.dll,%system32%,%system32%\searchprotocolhost.exe
msftedit.dll,%syswow64%,%system32%\searchprotocolhost.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\deploymentcsphelper.exe
dbgcore.dll,%system32%,%system32%\deploymentcsphelper.exe
dbgcore.dll,%syswow64%,%system32%\deploymentcsphelper.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\djoin.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\djoin.exe
dbgcore.dll,%system32%,%system32%\djoin.exe
dbgcore.dll,%syswow64%,%system32%\djoin.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\dnscacheugc.exe
dbgcore.dll,%system32%,%system32%\dnscacheugc.exe
dbgcore.dll,%syswow64%,%system32%\dnscacheugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\ieunatt.exe
dbgcore.dll,%system32%,%system32%\ieunatt.exe
dbgcore.dll,%syswow64%,%system32%\ieunatt.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\muiunattend.exe
dbgcore.dll,%system32%,%system32%\muiunattend.exe
dbgcore.dll,%syswow64%,%system32%\muiunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\netbtugc.exe
dbgcore.dll,%system32%,%system32%\netbtugc.exe
dbgcore.dll,%syswow64%,%system32%\netbtugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\netiougc.exe
dbgcore.dll,%system32%,%system32%\netiougc.exe
dbgcore.dll,%syswow64%,%system32%\netiougc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\pnpunattend.exe
dbgcore.dll,%system32%,%system32%\pnpunattend.exe
dbgcore.dll,%syswow64%,%system32%\pnpunattend.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm64\srcsrv,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x64\srcsrv,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\x86\srcsrv,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\microsoft office\root\office%version%,%system32%\setupugc.exe
dbgcore.dll,%system32%,%system32%\setupugc.exe
dbgcore.dll,%syswow64%,%system32%\setupugc.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm,%system32%\systemreset.exe
dbgcore.dll,%programfiles%\windows kits\10\debuggers\arm\srcsrv,%system32%\systemreset.exe
